Rented Bike Count,Hour,Temperature(C),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Autumn,Spring,Summer,Winter
0.101640656262505,0.0,0.2202797202797203,0.22491349480968859,0.0,0.0,0,0,0,1
0.08163265306122448,0.043478260869565216,0.21503496503496503,0.22491349480968859,0.0,0.0,0,0,0,1
0.06922769107643058,0.08695652173913043,0.2062937062937063,0.22318339100346027,0.0,0.0,0,0,0,1
0.042817126850740295,0.13043478260869565,0.2027972027972028,0.22491349480968859,0.0,0.0,0,0,0,1
0.031212484993997598,0.17391304347826086,0.2062937062937063,0.20761245674740486,0.0,0.0,0,0,0,1
0.040016006402561026,0.21739130434782608,0.1993006993006993,0.20588235294117652,0.0,0.0,0,0,0,1
0.07242897158863545,0.2608695652173913,0.1958041958041958,0.1920415224913495,0.0,0.0,0,0,0,1
0.1840736294517807,0.30434782608695654,0.18181818181818182,0.19550173010380625,0.0,0.0,0,0,0,1
0.37214885954381755,0.34782608695652173,0.17832167832167833,0.1868512110726644,0.002840909090909091,0.0,0,0,0,1
0.19607843137254902,0.391304347826087,0.19755244755244755,0.1418685121107267,0.06534090909090909,0.0,0,0,0,1
0.13565426170468187,0.43478260869565216,0.25,0.16262975778546718,0.1846590909090909,0.0,0,0,0,1
0.14405762304921968,0.4782608695652174,0.30244755244755245,0.1799307958477509,0.26704545454545453,0.0,0,0,0,1
0.179671868747499,0.5217391304347826,0.3409090909090909,0.23183391003460213,0.3153409090909091,0.0,0,0,0,1
0.18047218887555022,0.5652173913043478,0.3531468531468531,0.2595155709342561,0.32954545454545453,0.0,0,0,0,1
0.1788715486194478,0.6086956521739131,0.36363636363636365,0.2768166089965398,0.2869318181818182,0.0,0,0,0,1
0.18527410964385754,0.6521739130434783,0.3479020979020979,0.3321799307958478,0.1534090909090909,0.0,0,0,0,1
0.19367747098839536,0.6956521739130435,0.33216783216783213,0.40830449826989623,0.06818181818181818,0.0,0,0,0,1
0.22208883553421369,0.7391304347826086,0.3251748251748252,0.4169550173010381,0.022727272727272728,0.0,0,0,0,1
0.344937975190076,0.782608695652174,0.3216783216783217,0.44290657439446374,0.0,0.0,0,0,0,1
0.24009603841536614,0.8260869565217391,0.3111888111888112,0.4688581314878893,0.0,0.0,0,0,0,1
0.17046818727490998,0.8695652173913043,0.30594405594405594,0.4688581314878893,0.0,0.0,0,0,0,1
0.16206482593037214,0.9130434782608695,0.2972027972027972,0.4671280276816609,0.0,0.0,0,0,0,1
0.15926370548219287,0.9565217391304348,0.29545454545454547,0.4705882352941177,0.0,0.0,0,0,0,1
0.1292517006802721,1.0,0.28846153846153844,0.4671280276816609,0.0,0.0,0,0,0,1
0.13125250100040017,0.0,0.2797202797202797,0.4671280276816609,0.0,0.0,0,0,0,1
0.12324929971988796,0.043478260869565216,0.27272727272727276,0.4567474048442907,0.0,0.0,0,0,0,1
0.10484193677470989,0.08695652173913043,0.26048951048951047,0.44463667820069214,0.0,0.0,0,0,0,1
0.06682673069227692,0.13043478260869565,0.25,0.42214532871972327,0.0,0.0,0,0,0,1
0.03561424569827931,0.17391304347826086,0.24475524475524474,0.41003460207612463,0.0,0.0,0,0,0,1
0.031612645058023206,0.21739130434782608,0.24125874125874125,0.40657439446366783,0.0,0.0,0,0,0,1
0.028011204481792718,0.2608695652173913,0.23601398601398602,0.41003460207612463,0.0,0.0,0,0,0,1
0.0584233693477391,0.30434782608695654,0.23426573426573427,0.40657439446366783,0.0,0.0,0,0,0,1
0.08763505402160865,0.34782608695652173,0.2377622377622378,0.4031141868512111,0.002840909090909091,0.0,0,0,0,1
0.13125250100040017,0.391304347826087,0.26048951048951047,0.3927335640138409,0.08522727272727272,0.0,0,0,0,1
0.13365346138455383,0.43478260869565216,0.3041958041958042,0.39446366782006925,0.2272727272727273,0.0,0,0,0,1
0.15526210484193678,0.4782608695652174,0.3444055944055944,0.39619377162629765,0.2840909090909091,0.0,0,0,0,1
0.1916766706682673,0.5217391304347826,0.38636363636363635,0.39446366782006925,0.30965909090909094,0.0,0,0,0,1
0.2424969987995198,0.5652173913043478,0.4160839160839161,0.3927335640138409,0.31818181818181823,0.0,0,0,0,1
0.24449779911964786,0.6086956521739131,0.4388111888111888,0.40657439446366783,0.28125,0.0,0,0,0,1
0.23569427771108442,0.6521739130434783,0.444055944055944,0.4463667820069204,0.21022727272727273,0.0,0,0,0,1
0.24729891956782712,0.6956521739130435,0.42307692307692313,0.4636678200692042,0.0625,0.0,0,0,0,1
0.22889155662264907,0.7391304347826086,0.4160839160839161,0.47231833910034604,0.017045454545454544,0.0,0,0,0,1
0.19567827130852342,0.782608695652174,0.40734265734265734,0.47231833910034604,0.0,0.0,0,0,0,1
0.15406162464985995,0.8260869565217391,0.3986013986013986,0.46020761245674746,0.0,0.0,0,0,0,1
0.14365746298519408,0.8695652173913043,0.39160839160839156,0.44982698961937717,0.0,0.0,0,0,0,1
0.15086034413765506,0.9130434782608695,0.3828671328671328,0.45847750865051906,0.0,0.0,0,0,0,1
0.14165666266506602,0.9565217391304348,0.3723776223776224,0.44463667820069214,0.0,0.0,0,0,0,1
0.14645858343337334,1.0,0.3811188811188811,0.46020761245674746,0.0,0.0,0,0,0,1
0.1368547418967587,0.0,0.3811188811188811,0.4688581314878893,0.0,0.0,0,0,0,1
0.09083633453381353,0.043478260869565216,0.3793706293706293,0.5086505190311419,0.0,0.0,0,0,0,1
0.09123649459783914,0.08695652173913043,0.3688811188811189,0.5294117647058824,0.0,0.0,0,0,0,1
0.0468187274909964,0.13043478260869565,0.3706293706293706,0.5069204152249135,0.0,0.014285714285714285,0,0,0,1
0.03041216486594638,0.17391304347826086,0.3723776223776224,0.5155709342560554,0.0,0.0,0,0,0,1
0.012805122048819529,0.21739130434782608,0.3793706293706293,0.527681660899654,0.0,0.0,0,0,0,1
0.005202080832332933,0.2608695652173913,0.3706293706293706,0.5501730103806228,0.0,0.02857142857142857,0,0,0,1
0.008803521408563426,0.30434782608695654,0.3653846153846154,0.5588235294117648,0.0,0.0,0,0,0,1
0.034013605442176874,0.34782608695652173,0.36713286713286714,0.5640138408304499,0.0,0.0,0,0,0,1
0.06082432973189276,0.391304347826087,0.3723776223776224,0.5657439446366783,0.005681818181818182,0.07142857142857142,0,0,0,1
0.08003201280512205,0.43478260869565216,0.3881118881118881,0.5761245674740485,0.06818181818181818,0.0,0,0,0,1
0.1092436974789916,0.4782608695652174,0.4003496503496503,0.583044982698962,0.07102272727272728,0.0,0,0,0,1
0.1332533013205282,0.5217391304347826,0.4125874125874126,0.5882352941176471,0.12215909090909091,0.0,0,0,0,1
0.19807923169267708,0.5652173913043478,0.43006993006993005,0.5934256055363323,0.17045454545454544,0.0,0,0,0,1
0.22529011604641858,0.6086956521739131,0.444055944055944,0.5916955017301039,0.19602272727272727,0.0,0,0,0,1
0.24849939975990396,0.6521739130434783,0.45104895104895104,0.5882352941176471,0.15056818181818182,0.0,0,0,0,1
0.2392957182873149,0.6956521739130435,0.444055944055944,0.5951557093425606,0.05681818181818182,0.0,0,0,0,1
0.2180872348939576,0.7391304347826086,0.4283216783216783,0.5951557093425606,0.014204545454545456,0.0,0,0,0,1
0.17727090836334533,0.782608695652174,0.4160839160839161,0.5882352941176471,0.0,0.0,0,0,0,1
0.16886754701880752,0.8260869565217391,0.41083916083916083,0.5865051903114187,0.0,0.0,0,0,0,1
0.15886354541816727,0.8695652173913043,0.4020979020979021,0.5847750865051904,0.0,0.0,0,0,0,1
0.15406162464985995,0.9130434782608695,0.39335664335664333,0.5761245674740485,0.0,0.0,0,0,0,1
0.1400560224089636,0.9565217391304348,0.38636363636363635,0.5743944636678201,0.0,0.0,0,0,0,1
0.1212484993997599,1.0,0.3793706293706293,0.5709342560553633,0.0,0.0,0,0,0,1
0.11404561824729892,0.0,0.3846153846153846,0.5692041522491349,0.0,0.0,0,0,0,1
0.0744297719087635,0.043478260869565216,0.38636363636363635,0.5692041522491349,0.0,0.0,0,0,0,1
0.04481792717086835,0.08695652173913043,0.3881118881118881,0.5709342560553633,0.0,0.0,0,0,0,1
0.026010404161664665,0.13043478260869565,0.37412587412587417,0.5519031141868512,0.0,0.0,0,0,0,1
0.01640656262505002,0.17391304347826086,0.36013986013986016,0.5484429065743945,0.0,0.0,0,0,0,1
0.03281312525010004,0.21739130434782608,0.34615384615384615,0.5207612456747406,0.0,0.0,0,0,0,1
0.08003201280512205,0.2608695652173913,0.33216783216783213,0.4861591695501731,0.0,0.002857142857142857,0,0,0,1
0.1992797118847539,0.30434782608695654,0.3146853146853147,0.44290657439446374,0.0,0.0,0,0,0,1
0.3749499799919968,0.34782608695652173,0.2972027972027972,0.4307958477508651,0.002840909090909091,0.0,0,0,0,1
0.2036814725890356,0.391304347826087,0.28496503496503495,0.33391003460207613,0.0625,0.0,0,0,0,1
0.12444977991196479,0.43478260869565216,0.2919580419580419,0.30449826989619383,0.18181818181818182,0.0,0,0,0,1
0.1516606642657063,0.4782608695652174,0.30244755244755245,0.32006920415224915,0.26704545454545453,0.0,0,0,0,1
0.15726290516206481,0.5217391304347826,0.30594405594405594,0.30622837370242223,0.3153409090909091,0.0,0,0,0,1
0.1564625850340136,0.5652173913043478,0.3111888111888112,0.2612456747404845,0.3323863636363636,0.0,0,0,0,1
0.13525410164065627,0.6086956521739131,0.31293706293706297,0.240484429065744,0.30965909090909094,0.0,0,0,0,1
0.1364545818327331,0.6521739130434783,0.3094405594405594,0.22145328719723187,0.25,0.0,0,0,0,1
0.15006002400960383,0.6956521739130435,0.3076923076923077,0.20415224913494812,0.15625,0.0,0,0,0,1
0.2060824329731893,0.7391304347826086,0.28846153846153844,0.21280276816608998,0.05113636363636363,0.0,0,0,0,1
0.32292917166866747,0.782608695652174,0.2744755244755245,0.22318339100346027,0.0,0.0,0,0,0,1
0.2272909163665466,0.8260869565217391,0.26048951048951047,0.23010380622837373,0.0,0.0,0,0,0,1
0.15926370548219287,0.8695652173913043,0.24825174825174826,0.25605536332179935,0.0,0.0,0,0,0,1
0.15886354541816727,0.9130434782608695,0.23076923076923078,0.2647058823529412,0.0,0.0,0,0,0,1
0.14125650260104042,0.9565217391304348,0.21853146853146851,0.2647058823529412,0.0,0.0,0,0,0,1
0.09923969587835134,1.0,0.2097902097902098,0.2508650519031142,0.0,0.0,0,0,0,1
0.08643457382953182,0.0,0.20454545454545456,0.23702422145328725,0.0,0.0,0,0,0,1
0.07923169267707082,0.043478260869565216,0.19755244755244755,0.22491349480968859,0.0,0.0,0,0,0,1
0.04961984793917567,0.08695652173913043,0.1923076923076923,0.22145328719723187,0.0,0.0,0,0,0,1
0.024809923969587835,0.13043478260869565,0.19055944055944055,0.20934256055363326,0.0,0.0,0,0,0,1
0.01680672268907563,0.17391304347826086,0.18531468531468534,0.17647058823529418,0.0,0.0,0,0,0,1
0.03281312525010004,0.21739130434782608,0.18181818181818182,0.1678200692041523,0.0,0.0,0,0,0,1
0.06882753101240496,0.2608695652173913,0.18181818181818182,0.17301038062283738,0.0,0.0,0,0,0,1
0.1524609843937575,0.30434782608695654,0.18006993006993008,0.1660899653979239,0.0,0.0,0,0,0,1
0.32492997198879553,0.34782608695652173,0.16958041958041958,0.17474048442906578,0.002840909090909091,0.0,0,0,0,1
0.18487394957983194,0.391304347826087,0.17832167832167833,0.15224913494809691,0.059659090909090905,0.0,0,0,0,1
0.10764305722288915,0.43478260869565216,0.21503496503496503,0.14878892733564017,0.18181818181818182,0.0,0,0,0,1
0.13365346138455383,0.4782608695652174,0.243006993006993,0.1660899653979239,0.0,0.0,0,0,0,1
0.12845138055222088,0.5217391304347826,0.270979020979021,0.1885813148788928,0.0,0.0,0,0,0,1
0.13005202080832334,0.5652173913043478,0.2832167832167832,0.21453287197231838,0.0,0.0,0,0,0,1
0.13365346138455383,0.6086956521739131,0.2919580419580419,0.23010380622837373,0.0,0.0,0,0,0,1
0.14125650260104042,0.6521739130434783,0.29895104895104896,0.23702422145328725,0.0,0.0,0,0,0,1
0.17406962785114047,0.6956521739130435,0.30244755244755245,0.2525951557093426,0.0,0.0,0,0,0,1
0.2116846738695478,0.7391304347826086,0.2832167832167832,0.268166089965398,0.0,0.0,0,0,0,1
0.3157262905162065,0.782608695652174,0.26573426573426573,0.2802768166089966,0.0,0.0,0,0,0,1
0.2388955582232893,0.8260869565217391,0.25524475524475526,0.29584775086505194,0.0,0.0,0,0,0,1
0.1672669067627051,0.8695652173913043,0.25,0.29757785467128034,0.0,0.0,0,0,0,1
0.16606642657062826,0.9130434782608695,0.2465034965034965,0.2993079584775087,0.0,0.0,0,0,0,1
0.15726290516206481,0.9565217391304348,0.26223776223776224,0.32179930795847755,0.0,0.0,0,0,0,1
0.0976390556222489,1.0,0.2674825174825175,0.3667820069204153,0.0,0.0,0,0,0,1
0.05802320928371348,0.0,0.26223776223776224,0.42214532871972327,0.0,0.002857142857142857,0,0,0,1
0.057623049219687875,0.043478260869565216,0.25874125874125875,0.42387543252595156,0.0,0.0,0,0,0,1
0.0468187274909964,0.08695652173913043,0.25874125874125875,0.42387543252595156,0.0,0.0,0,0,0,1
0.031212484993997598,0.13043478260869565,0.25524475524475526,0.4186851211072665,0.0,0.005714285714285714,0,0,0,1
0.023209283713485393,0.17391304347826086,0.2517482517482517,0.4048442906574395,0.0,0.0,0,0,0,1
0.03481392557022809,0.21739130434782608,0.24825174825174826,0.4048442906574395,0.0,0.0,0,0,0,1
0.05682272909163665,0.2608695652173913,0.2465034965034965,0.4031141868512111,0.0,0.0,0,0,0,1
0.1516606642657063,0.30434782608695654,0.2377622377622378,0.397923875432526,0.0,0.0,0,0,0,1
0.3209283713485394,0.34782608695652173,0.2377622377622378,0.40138408304498274,0.002840909090909091,0.0,0,0,0,1
0.1760704281712685,0.391304347826087,0.2534965034965035,0.3927335640138409,0.07102272727272728,0.0,0,0,0,1
0.12284913965586235,0.43478260869565216,0.29545454545454547,0.411764705882353,0.17897727272727273,0.0,0,0,0,1
0.1524609843937575,0.4782608695652174,0.33916083916083917,0.42560553633217996,0.26420454545454547,0.0,0,0,0,1
0.16206482593037214,0.5217391304347826,0.3531468531468531,0.4186851211072665,0.3068181818181818,0.0,0,0,0,1
0.17687074829931973,0.5652173913043478,0.3846153846153846,0.42387543252595156,0.3125,0.0,0,0,0,1
0.16646658663465386,0.6086956521739131,0.40734265734265734,0.3719723183391004,0.2727272727272727,0.0,0,0,0,1
0.16486594637855143,0.6521739130434783,0.40734265734265734,0.3512110726643599,0.20454545454545453,0.0,0,0,0,1
0.19847939175670268,0.6956521739130435,0.40384615384615385,0.38754325259515576,0.10227272727272727,0.0,0,0,0,1
0.09563825530212085,0.7391304347826086,0.3828671328671328,0.4792387543252596,0.02840909090909091,0.0,0,0,0,1
0.08163265306122448,0.782608695652174,0.3409090909090909,0.5328719723183392,0.0,0.008571428571428572,0,0,0,1
0.0820328131252501,0.8260869565217391,0.33216783216783213,0.5294117647058824,0.0,0.0,0,0,0,1
0.07603041216486595,0.8695652173913043,0.33216783216783213,0.5346020761245676,0.0,0.0,0,0,0,1
0.06602641056422569,0.9130434782608695,0.3304195804195804,0.5294117647058824,0.0,0.02,0,0,0,1
0.08883553421368548,0.9565217391304348,0.3339160839160839,0.5311418685121108,0.0,0.0,0,0,0,1
0.07723089235694278,1.0,0.3339160839160839,0.5311418685121108,0.0,0.0,0,0,0,1
0.07923169267707082,0.0,0.3356643356643356,0.5328719723183392,0.0,0.0,0,0,0,1
0.08723489395758303,0.043478260869565216,0.3374125874125874,0.5346020761245676,0.0,0.0,0,0,0,1
0.05962384953981593,0.08695652173913043,0.3356643356643356,0.5328719723183392,0.0,0.0,0,0,0,1
0.04081632653061224,0.13043478260869565,0.3444055944055944,0.5380622837370242,0.0,0.0,0,0,0,1
0.024809923969587835,0.17391304347826086,0.33916083916083917,0.5363321799307958,0.0,0.0,0,0,0,1
0.03321328531412565,0.21739130434782608,0.3374125874125874,0.5346020761245676,0.0,0.0,0,0,0,1
0.054821928771508606,0.2608695652173913,0.32867132867132864,0.5294117647058824,0.0,0.0,0,0,0,1
0.14685874349739897,0.30434782608695654,0.31643356643356646,0.5173010380622838,0.0,0.0,0,0,0,1
0.3017206882753101,0.34782608695652173,0.3076923076923077,0.5173010380622838,0.002840909090909091,0.0,0,0,0,1
0.16606642657062826,0.391304347826087,0.31293706293706297,0.5103806228373703,0.03977272727272728,0.0,0,0,0,1
